"﻿""ui_id""",name,update_time,descript
10815,A Turtle Made It To The Water,2022-11-03 14:15:41,"Plays the ""A Turtle Made It To The Water"" Song by CatDany everytime the quest ""Beachhead"" is started."
12986,A to Z,2022-11-03 16:23:43,A to Z
9356,[经典旧世]A-Bomb!  Azeroth Bombardier  (In-Flight Minigame),2024-03-01 04:00:21,Bomb enemies on the world map while flying!  Complete missions!  Rise through the ranks!
14611,A-Mount,2023-02-02 01:11:41,A basic Auto Mounting Addon.
8574,[经典旧世]AA loot prio,2022-11-03 11:57:04,This addon will add all class/roll priorities to your in game tooltip!
4527,[经典旧世]AA-Faded,2023-12-28 06:27:55,displays Network Speed and Latency
4528,AA-Faded,2023-12-28 06:27:59,displays Network Speed and Latency
3666,[燃烧远征]AA-Faded,2022-06-17 16:31:16,displays Network Speed and Latency
16980,AAATransformer,2024-06-24 18:01:24,Converts TSM strings to AAA json
16981,[经典旧世]AAATransformer,2024-03-05 23:00:29,Converts TSM strings to AAA json
16982,[怀旧服]AAATransformer,2024-03-05 23:00:29,Converts TSM strings to AAA json
13561,AAV - atrox Arena Viewer,2022-11-03 16:57:32,record and view arena replays.
5387,[燃烧远征]AAV - atrox Arena Viewer (TBC Classic),2022-06-17 12:42:03,"AAV is an arena replay addon, that lets you record or even broadcast arena matches. These arena matches can be viewed within WoW, while doing your daily quests, raids or just idling in Dalaran. It's optimized to run in very good-performance."
7457,[怀旧服]AAV - atrox Arena Viewer (WotLK Classic),2023-09-11 02:00:25,"AAV is an arena replay addon, that lets you record or even broadcast arena matches. These arena matches can be viewed within WoW, while doing your daily quests, raids or just idling in Dalaran. It's optimized to run in very good-performance."
7873,[经典旧世]ABGP,2022-11-03 11:14:45,Guild Addon for &lt;Always Be Pulling&gt;
9142,ACE3 GUI Panel Widget,2022-11-03 12:38:52,A selectable Panel Container for use with ACE3 GUI
9143,[经典旧世]ACE3 GUI Panel Widget,2022-11-03 12:38:52,A selectable Panel Container for use with ACE3 GUI
533,ACE3：插件函数库,2024-05-08 08:03:16,ACE3库以及其他的函数库是目前大多数插件必备的内置库，ACE3库集成了魔兽世界插件中经常用到功能的和函数，极大方便了插件作者提高开发效率。
12060,ACalc - An RPN Calculator,2022-11-03 15:28:18,ACalc - An RPN Calculator
12051,AClock - A UTC Date/Timestamp,2022-11-03 15:27:43,AClock - A UTC Date/Timestamp
14838,AEmotes - DrWho Sound Pack from Holyfrey,2023-04-24 01:10:17,DrWho Sound Pack to AEmote from Holyfrey
14839,[经典旧世]AEmotes - DrWho Sound Pack from Holyfrey,2023-04-24 01:10:19,DrWho Sound Pack to AEmote from Holyfrey
14840,[怀旧服]AEmotes - DrWho Sound Pack from Holyfrey,2023-04-24 01:10:21,DrWho Sound Pack to AEmote from Holyfrey
14933,AEmotes - Full Metal Jacket Sound Pack from Holyfrey,2023-04-14 10:00:09,Full Metal Jacket Sound Pack to AEmote from Holyfrey
14934,[经典旧世]AEmotes - Full Metal Jacket Sound Pack from Holyfrey,2023-04-14 10:00:11,Full Metal Jacket Sound Pack to AEmote from Holyfrey
14935,[怀旧服]AEmotes - Full Metal Jacket Sound Pack from Holyfrey,2023-04-14 10:00:12,Full Metal Jacket Sound Pack to AEmote from Holyfrey
14857,AEmotes - Laugh Sound Pack from Holyfrey,2023-03-29 00:00:16,Misc Laugh Sound pack to AEmote
14858,[经典旧世]AEmotes - Laugh Sound Pack from Holyfrey,2023-03-29 00:00:20,Misc Laugh Sound pack to AEmote
14859,[怀旧服]AEmotes - Laugh Sound Pack from Holyfrey,2023-03-29 00:00:22,Misc Laugh Sound pack to AEmote
15279,AEmotes - Leeroy Sound Pack from Holyfrey,2023-05-08 01:14:52,Leeroy Sound pack to AEmote
15280,[经典旧世]AEmotes - Leeroy Sound Pack from Holyfrey,2023-05-08 01:14:52,Leeroy Sound pack to AEmote
15281,[怀旧服]AEmotes - Leeroy Sound Pack from Holyfrey,2023-05-08 01:14:52,Leeroy Sound pack to AEmote
2826,[怀旧服]AEmotes - Millhouse Manastorm Sound Pac,2023-03-22 02:13:29,Millhouse Manastorm Sound Pack Extension for the AEmotes addon.
2827,AEmotes - Millhouse Manastorm Sound Pack,2023-03-22 02:13:27,Millhouse Manastorm Sound Pack Extension for the AEmotes addon.
6007,[经典旧世]AEmotes - Millhouse Manastorm Sound Pack,2022-06-17 15:58:36,Millhouse Manastorm Sound Pack Extension for the AEmotes addon.
1982,[经典旧世]AEmotes Classic,2023-12-28 06:01:13,"Add fun ogg audio files into WoW, and anyone nearby that also shares the addon will also hear them."
1983,AEmotes Classic,2023-05-09 05:21:30,"Add fun ogg audio files into WoW, and anyone nearby that also shares the addon will also hear them."
1984,[怀旧服]AEmotes Classic,2023-05-09 05:21:36,"Add fun ogg audio files into WoW, and anyone nearby that also shares the addon will also hear them."
15172,AFK Answering Machine,2023-05-05 01:15:59,Replies messages for you
7850,AFK FPS,2023-05-02 22:00:23,Rest your computer during AFK.
14252,[怀旧服]AFK FPS,2023-05-02 22:00:24,Rest your computer during AFK.
7851,[经典旧世]AFK FPS,2022-11-03 11:13:18,Rest your computer during AFK.
5539,[经典旧世]AFK Fullscreen Warning,2024-05-08 17:11:47,Signelice your character are afk as fullscreen info like low health or out of control warn.
4283,AFK Fullscreen Warning,2024-05-08 17:11:36,Signelice your character are afk as fullscreen info like low health or out of control warn.
4284,[怀旧服]AFK Fullscreen Warning,2024-05-08 17:11:51,Signelice your character are afk as fullscreen info like low health or out of control warn.
7834,AFK Master,2022-11-03 11:12:34,Counts time spent AFK 
7835,[经典旧世]AFK Master,2022-11-03 11:12:34,Counts time spent AFK 
13943,AFK Screen Stand-alone,2023-10-15 02:00:33,an Enhanced and stand-alone afk module from Elv UI
13944,[经典旧世]AFK Screen Stand-alone,2023-10-15 02:00:36,an Enhanced and stand-alone afk module from Elv UI
13945,[怀旧服]AFK Screen Stand-alone,2023-10-15 02:00:38,an Enhanced and stand-alone afk module from Elv UI
17633,[怀旧服]AFK Timer (light),2024-06-15 14:00:40,Detects you AFK and start a Stopwatch
12031,AFKCam,2022-11-03 15:26:35,Small addon that rotates your camera around your character after you go afk
16066,AFKS - AFK Screen,2024-05-12 15:00:59,an Enhanced and stand-alone afk module from ElvUI
16067,[经典旧世]AFKS - AFK Screen,2024-05-12 15:01:02,an Enhanced and stand-alone afk module from ElvUI
16068,[怀旧服]AFKS - AFK Screen,2024-05-12 15:01:10,an Enhanced and stand-alone afk module from ElvUI
8104,AFPS Booster,2022-11-03 11:31:33,Lowers Particle Density in some Zones to improve performance.
5357,[经典旧世]AGT - Automatic Goblin Therapist,2022-10-30 04:30:29,Your Automatic Goblin Therapist answers to whispers in his best possible manner.
5625,AGT - Automatic Goblin Therapist,2022-10-30 04:30:27,Your Automatic Goblin Therapist answers to whispers in his best possible manner.
5626,[燃烧远征]AGT - Automatic Goblin Therapist,2022-06-17 13:32:28,Your Automatic Goblin Therapist answers to whispers in his best possible manner.
7127,AGZ,2022-11-26 17:00:08,small AddOn to send an automatic message on an achievement by your guild mates or toons nearby
11243,AH,2023-03-19 05:38:12,Achievement Herald
15964,AHBulkBuy,2023-09-30 02:00:13,Easily buy lists of items from the auction house
9917,[经典旧世]AHQuery,2022-11-03 13:23:53,Simple price checks through chat via auction database addons
8828,AHTabControl,2022-11-03 12:17:38,Enable and disable auction house tabs
10249,AH_ShowBid,2023-12-28 05:53:10,Shows if someone has bid on the auction.
13021,AHsearch,2022-11-03 16:25:43,Saves Auction House search queries.
8848,AIA Calendar Manager - Accept Invites Automatically,2022-11-03 12:19:03,Automatically accepts Calendar invites based on filters.
9601,AKA,2022-11-03 13:04:39,Allow people to recognize you no matter what character you're playing
1367,[经典旧世] ALL THE THINGS：收集大全,2024-07-09 04:10:41,内置巨大数据库，包罗万象，囊括游戏中所有可以收集的项目，包括但不限于座骑、宠物、成就、道具等，并可追踪。
2698,[怀旧服] ALL THE THINGS：收集大全,2024-07-09 04:10:56,Addon for Tracking Collections & Account Completion
941,ALL THE THINGS：收集大全,2024-07-08 09:02:51,内置巨大数据库，包罗万象，囊括游戏中所有可以收集的项目，包括但不限于座骑、宠物、成就、道具等，并可追踪。
8294,AO BDLC,2022-11-03 11:41:50,Detects personal loot events within a raid and organize trades through a lootcouncil logic.
8601,AO Keystones,2022-11-03 11:58:47,See current keystones and weekly best within your guild
10708,AO Takeover,2022-11-03 14:09:41,Raid assistants can request lead and this will automaticly promote them
11314,AOBossMod [Player],2022-11-03 14:44:29,Arcanis Obscurantis BossMod (KirinTor-EU)
11270,AP Token Percentage,2022-11-03 14:41:50,Percentage a AP token gives towards your next point
11187,APButton,2022-11-03 14:37:05,Displays a Button to simplify using Artifact Power Items
3337,APIInterface：暴雪接口检视,2021-07-05 14:11:05,为插件开发制作的插件，增强游戏内的API检视功能，/apii 或 /apiinterface 打开界面。
14777,APM By Vinoh,2023-03-07 04:00:08,APM Counter
14778,[怀旧服]APM By Vinoh,2023-03-07 04:00:11,APM Counter
15171,APOrganizer,2023-05-05 16:00:28,Raid invites based on roster
9428,[经典旧世]AQ War Effort,2022-11-03 12:54:58,Simply shows what's needed for the war effort in an item's tooltip.
9898,[经典旧世]AT Raid Export,2022-11-03 13:21:18,Export the members of your raid for tracking in external tools.
8240,ATAutoReactivateGoliath,2022-11-03 11:39:03,Repair the Goliath in Necrotic Wake with one click.
15375,ATT Soundpack: Chiptune,2023-08-25 05:00:34,A soundpack for ATT
15757,[经典旧世]ATT Soundpack: Chiptune,2023-08-25 05:00:31,A soundpack for ATT
15758,[怀旧服]ATT Soundpack: Chiptune,2023-08-25 05:00:31,A soundpack for ATT
16038,ATT Soundpack: Slacker,2024-05-17 09:00:16,A soundpack for ATT
16039,[经典旧世]ATT Soundpack: Slacker,2024-05-17 09:00:28,A soundpack for ATT
16040,[怀旧服]ATT Soundpack: Slacker,2024-05-17 09:00:31,A soundpack for ATT
15728,ATT-SoundPack-Template,2024-03-15 08:01:06,SoundPack for the AllTheThings Addon
15729,[经典旧世]ATT-SoundPack-Template,2024-03-15 08:01:08,SoundPack for the AllTheThings Addon
15730,[怀旧服]ATT-SoundPack-Template,2024-03-15 08:01:11,SoundPack for the AllTheThings Addon
11254,ATeam,2022-11-03 14:40:55,"Spielt den A-Team Soundtrack, wenn ein Todesritter in der Gruppe/Raid Armee der Toten zaubert"
9792,[经典旧世]AV Queue Companion,2022-11-03 13:15:33,Automated tasks for battlegrounds
9793,[经典旧世]AVQ,2022-11-03 13:15:38,Alterac Valley group-queueing tool
10811,Aanye Mail,2022-11-03 14:15:29,Data Broker plugin for displaying in-game mail status notifications.
10801,Aanye XP,2022-11-03 14:14:59,Data Broker plugin for tracking experience and reputation.
1934,[经典旧世]Aardvark,2024-06-04 11:00:39,"Aardvark. Your one stop sell, destroy and repair addon. Accept no substitutes."
1935,Aardvark,2024-05-08 10:01:29,"Aardvark. Your one stop sell, destroy and repair addon. Accept no substitutes."
1933,[怀旧服]Aardvark,2024-05-04 14:00:09,"Aardvark. Your one stop sell, destroy and repair addon. Accept no substitutes."
7380,Abandon All Quests,2022-10-30 23:33:25,Remove all quests from your quest log at once with the click of a button
8729,Abandon All Quests - AAQ,2022-11-03 12:10:29,Abandons all quests in your quest log
8720,Abandon Zone Quests,2022-11-03 12:09:57,Allows abandoning of all quests in a specific zone
2353,[经典旧世]AbarClassic,2022-11-03 11:22:23,Port of the 1.12.1 addon Attack bar for Classic.
13035,Abigail,2022-11-03 16:26:37,The easiest AH profit maker going
15593,Ability Macro Manager,2024-02-12 03:00:07,"Easily manage abilities that are usually pre-assigned in a dungeon or raid, like Power Infusion or Misdirection abilities."
1534,[怀旧服]Ability Team Tracker,2024-07-05 19:01:00,Track cooldowns of your party members.
1535,Ability Team Tracker,2024-07-05 19:00:53,Track cooldowns of your party members.
2928,[经典旧世]Ability Team Tracker,2024-07-05 19:00:57,Track cooldowns of your party members.
15992,Ability Voice-over Pack (AVP),2023-10-06 19:00:08,Comprehensive audio library of abilities ready to be used in Weak Auras.
7760,Abomi-NATION,2022-11-03 11:06:55,The Scarlet Scourge Identification Addon
11887,Aboutis,2022-11-03 15:18:16,Skip the gossip and select the normal NPC action
13331,Absorb Bar,2022-11-03 16:43:26,AbsorbBar provides a visual display on precisely how much damage a shield can sustain before it fails and can add up some shield
10848,Absorbent,2022-11-03 14:17:37,Absorbent total absorb display
12621,Absorber,2022-11-03 16:01:28,Absorber will summarize all absorb buffs on you!
11284,AbstractionMarks,2022-11-03 14:42:44,"Target/Location markers, Ready check, Pull timer & Break timer"
9780,AbyAuctionFavoritesSavior,2022-11-03 13:14:54,"Save auction favorites, so that you can load them while Blizzard cannot."
14431,AbyCraftSkillPreview,2023-01-09 01:14:01,"Freely choose reagents for your crafting recipe, and preview the estimate skill."
1682,AbyssUI,2024-05-20 01:01:45,Minimalist World of Warcraft UI
1683,[怀旧服]AbyssUI,2024-05-20 01:02:41,Minimalist World of Warcraft UI
1684,[经典旧世]AbyssUI,2024-05-20 01:02:11,Minimalist World of Warcraft UI
1378,AbyssUI TexturePack：深渊黑材质包,2020-11-30 06:20:06,含有图标反和谐。可单独使用，但搭配AbyssUI可获得最佳效果。
1376,[怀旧专用] AbyssUI TexturePack：深渊黑材质包,2020-10-25 09:59:24,含有图标反和谐。可单独使用，但搭配AbyssUI可获得最佳效果。
16223,[经典旧世]AbyssUIClassic,2024-05-20 01:00:26,Minimalist and super light world of warcraft interface
16224,[怀旧服]AbyssUIClassic,2024-05-20 01:00:41,Minimalist and super light world of warcraft interface
17434,AbyssUIClassic,2024-05-20 01:00:18,Minimalist and super light world of warcraft interface
1377,AbyssUI：深渊黑原生风格整合界面,2021-07-01 02:07:51,三服通用，原始风格黑化整合界面。想要黑化材质的朋友请至 AbyssUI 材质包页面下载。此版本支援正式服与燃烧的远征怀旧服。
12835,Acacïa Boss Mods,2022-11-03 16:14:28,A simple boss mods displaying most useful raid alerts
7854,Acamar Auto-learning spam blocker,2022-11-03 11:13:28,"Auto learns player's chatting behavior and identify bots and spammers out from normal users. You don't need to configure keywords, just simply select the level of filtering and the addon will begin to learn, and as more information is learned, the filter"
7855,[经典旧世]Acamar Auto-learning spam blocker,2022-11-03 11:13:28,"Auto learns player's chatting behavior and identify bots and spammers out from normal users. You don't need to configure keywords, just simply select the level of filtering and the addon will begin to learn, and as more information is learned, the filter"
11338,Accelerando Vox,2022-11-03 14:45:57,Raid-haste announcer for Legion
6051,AcceptPopups,2023-12-28 05:40:56,"Accepts dialogs for a day, week or month"
6052,[经典旧世]AcceptPopups,2023-12-28 05:40:58,"Accepts dialogs for a day, week or month"
6053,[怀旧服]AcceptPopups,2022-10-31 03:30:27,"Accepts dialogs for a day, week or month"
17049,AccessibleAchievements,2024-05-12 04:01:04,Prints and TTS description of achievement after you earn one
17417,AccessibleSocial,2024-06-06 23:00:17,Prints and TTS BN friend logons and guildies online
10576,AccidentalCursorKeysInChat,2022-11-03 14:02:00,Closes chat when the player is instead trying to move
17004,[经典旧世]Accolades,2024-03-15 18:00:10,Quickly show if people have completed current raiding content.
2404,Accomplishment,2022-11-03 11:22:47,Allows for easy congratulating when someone earns an achievement.
8434,Account Achievement Filter,2022-11-16 23:00:33,"Adding a fourth Option to the Achievement frame, that shows only Achievements, that are not completed by this ACCOUNT."
16010,[经典旧世]Account Wide Interface Option Settings,2024-05-22 04:11:49,Makes various Character-Specific Interface Settings work Account Wide.
16011,[怀旧服]Account Wide Interface Option Settings,2024-05-22 04:11:52,Makes various Character-Specific Interface Settings work Account Wide.
8092,Account Wide Raid Profiles,2022-11-03 11:30:50,Make blizzard raid profile settings account-wide.
13891,Account Wide UI Layout Selection,2024-05-22 04:11:46,"Use the same UI Layout you've created in Edit Mode on all of your characters and specs, automatically."
7820,Account-Wide Friend/Ignore Lists (KayrFriendSync),2022-11-03 11:11:25,Synchronize Friend & Ignore lists across your characters
7821,[经典旧世]Account-Wide Friend/Ignore Lists (KayrFriendSync),2022-11-03 11:11:25,Synchronize Friend & Ignore lists across your characters
7301,Accountant,2024-06-16 08:00:24,Track you WoW gold
2594,Accountant Classic,2024-01-30 22:00:27,A basic tool to track your monetary incomings and outgoings within WoW.
2595,[经典旧世]Accountant Classic,2024-01-30 22:00:31,A basic tool to track your monetary incomings and outgoings within WoW.
2596,[怀旧服]Accountant Classic,2024-01-30 22:00:39,A basic tool to track your monetary incomings and outgoings within WoW.
14118,Accountwide Stats,2022-11-29 01:14:39,Displays aggregated statistics for all characters on the account.
10187,[经典旧世]Accurate coordinates (DCoords Classic),2023-12-28 05:26:20,Accurate coordinates for in game and world map world of warcraft classic
10186,Accurate coordinates (DCoords Classic),2022-11-03 13:39:13,Accurate coordinates for in game and world map world of warcraft classic
10411,Accurate coordinates (DCoords),2022-11-03 13:51:56,"Accurate coordinates for in game, minimap and world map world of warcraft"
10886,Ace Mobs 2 Level 2 [AceM2L2],2023-01-17 01:11:11,"How much to next level, AceM2L2 will tell you!"
13707,Ace2,2022-11-03 17:06:46,AddOn development framework
5982,[经典旧世]Ace3,2024-05-08 08:03:22,AddOn development framework
5983,[怀旧服]Ace3,2024-05-08 08:03:26,AddOn development framework
4259,[怀旧服]AceBIS,2024-07-09 09:00:22,Show the rank of weapon/armor of the BIS list
13695,AceGUI-3.0-ActionSlotWidgets,2022-11-03 17:06:03,Action slot widget for AceGUI-3.0.
12759,AceGUI-3.0-Completing-EditBox,2023-12-28 05:52:34,Creates parameterized AceGUI-3.0 editboxes with autocompletion
6896,AceGUI-3.0-Eliote-AutoCompleteEditBox,2022-09-19 06:30:46,Widget for AceGUI to use blizzards AutoComplete
8675,AceGUI-3.0-Eliote-LSMSoundWidget,2022-11-03 12:05:34,Widget for AceConfig to select LSM Sounds
12761,AceGUI-3.0-FrameWithInput,2023-12-28 05:54:54,A variant of AceGUI's Frame container with an editable input field
8607,AceGUI-3.0-Search-EditBox ,2022-11-03 11:59:08,AceGUI-3.0-Search-EditBox 
8608,[经典旧世]AceGUI-3.0-Search-EditBox ,2022-11-03 11:59:08,AceGUI-3.0-Search-EditBox 
9072,AceGUI-3.0-SharedMediaWidgets,2023-12-28 05:01:21,Enables AceGUI-3.0 widgets for the 5 basic SharedMedia-3.0 types
2719,AceGUI-3.0: SFX Widgets,2024-06-25 10:01:05,Custom widgets for AceGUI-3.0 and AceConfigDialog-3.0.
4605,[怀旧服]AceGUI-3.0: SFX Widgets,2024-06-25 10:01:17,Custom widgets for AceGUI-3.0 and AceConfigDialog-3.0.
5663,[经典旧世]AceGUI-3.0: SFX Widgets,2024-06-25 10:01:13,Custom widgets for AceGUI-3.0 and AceConfigDialog-3.0.
13028,Acheron,2023-12-28 05:36:58,Death reports
13674,Acherus Runes,2023-12-28 05:37:34,Simple and clean Death Knight displays
7724,[怀旧服]Acherus Wotlk Classic,2024-05-20 17:00:11,"Simple and clean Death Knight displays : DK frame , runes , proc , runic power"
6796,[怀旧服]AchiAnnounce WOTLK,2022-09-07 06:30:43,Announce attained achievements in your guild chat like the old days!
11442,Achieve Channels 2,2022-11-03 14:51:50,Allows you to send Achievement Earned messages to custom channels.
3688,Achieve It,2022-06-17 12:28:19,Organises your achievements into sub groups to make looking through them easier
10874,Achievement Announcer,2022-11-03 14:19:07,"Sends a ""has earned the achievement:"" message to chat when you earn an achievement"
12469,Achievement Broadcaster,2022-11-03 15:52:21,"Alert your friends when you ding, get an achivement, or get phat lewts!"
9200,Achievement Check,2022-11-03 12:42:04,"When called, the addon will check current raid/party members for the completion of a given achievement."
10901,Achievement Jam!,2022-11-03 14:20:37,Brings arcade nostalgia to World of Warcraft by congratulating your guild mates with iconic phrases from NBA Jam.
5837,Achievement Roulette,2022-10-29 08:30:17,Addon that gives you a random achievement to complete!
13092,Achievement Search,2022-11-03 16:29:59,Add a search box to the Achievement frame.
11369,Achievement Sounds,2022-11-03 14:47:37,Plays a sound and pops up a small window when someone in your party / guild or near you gets an achievement
14239,[怀旧服]AchievementChatSettings,2022-12-11 01:15:06,Restore chat settings for proximity and guild achievement messages to chat frames
9743,AchievementHelperRe,2022-11-03 13:12:57,是否已收集物品信息提示
6875,[怀旧服]AchievementSound,2023-02-03 09:00:40,Bring back the sound to your achievements!
